Priority,BlockID,Observer,ObjectName,ObjectType,RA,DEC,RAoffset,DECoffset,ROToffset,Filter1,Filter2,DitherType,DitherRadius,DitherPhase,DitherTotal,Images,IntegrationTime,Comment1,Comment2
0,P012410,ALLSKY,field12410,all_sky_grid,09:01:50.9856,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:19,34.26910945453819
0,P012411,ALLSKY,field12411,all_sky_grid,09:06:30.5976,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:23,34.24719405706368
0,P012412,ALLSKY,field12412,all_sky_grid,09:11:10.2072,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:28,34.21266602382672
0,P012413,ALLSKY,field12413,all_sky_grid,09:15:49.8192,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:32,34.17810566592446
0,P012414,ALLSKY,field12414,all_sky_grid,09:20:29.4312,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:37,34.14351274113634
0,P012415,ALLSKY,field12415,all_sky_grid,09:25:09.0432,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:41,34.121472650813175
0,P012416,ALLSKY,field12416,all_sky_grid,09:29:48.6552,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:46,34.08681497289895
0,P012417,ALLSKY,field12417,all_sky_grid,09:34:28.2672,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:50,34.05212407842854
0,P012418,ALLSKY,field12418,all_sky_grid,09:39:07.8768,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:55,34.02998834913585
0,P012419,ALLSKY,field12419,all_sky_grid,09:43:47.4888,-12:50:44.412,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:59,33.99523151652223
0,P013018,ALLSKY,field13018,all_sky_grid,08:07:26.4504,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:04,52.99333862284948
0,P013019,ALLSKY,field13019,all_sky_grid,08:12:04.2648,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:08,52.97478481124353
0,P013020,ALLSKY,field13020,all_sky_grid,08:16:42.0792,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:13,52.956197322527835
0,P013021,ALLSKY,field13021,all_sky_grid,08:21:19.8912,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:17,52.9264559758909
0,P013022,ALLSKY,field13022,all_sky_grid,08:25:57.7056,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:22,52.907795803933354
0,P013023,ALLSKY,field13023,all_sky_grid,08:30:35.52,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:26,52.88910038280163
0,P013024,ALLSKY,field13024,all_sky_grid,08:35:13.332,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:31,52.8703692131441
0,P013025,ALLSKY,field13025,all_sky_grid,08:39:51.1464,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:35,52.851601808542036
0,P013026,ALLSKY,field13026,all_sky_grid,08:44:28.9584,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:40,52.83279769570909
0,P013027,ALLSKY,field13027,all_sky_grid,08:49:06.7728,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:44,52.80281275187996
0,P013028,ALLSKY,field13028,all_sky_grid,08:53:44.5872,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:49,52.783930147991306
0,P013029,ALLSKY,field13029,all_sky_grid,08:58:22.3992,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:53,52.76500950066026
0,P013030,ALLSKY,field13030,all_sky_grid,09:03:00.2136,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:58,52.746050391209984
0,P013031,ALLSKY,field13031,all_sky_grid,09:07:38.028,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:02,52.727052414971695
0,P013032,ALLSKY,field13032,all_sky_grid,09:12:15.84,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:07,52.70801518144577
0,P013033,ALLSKY,field13033,all_sky_grid,09:16:53.6544,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:11,52.677770807381904
0,P013034,ALLSKY,field13034,all_sky_grid,09:21:31.4664,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:16,52.658650268578604
0,P013035,ALLSKY,field13035,all_sky_grid,09:26:09.2808,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:20,52.63948939316119
0,P013036,ALLSKY,field13036,all_sky_grid,09:30:47.0952,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:25,52.6202878489972
0,P013037,ALLSKY,field13037,all_sky_grid,09:35:24.9072,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:29,52.601045318798796
0,P013641,ALLSKY,field13641,all_sky_grid,08:04:20.0592,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:34,64.50740621550034
0,P013642,ALLSKY,field13642,all_sky_grid,08:08:56.0976,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:38,64.50126718217588
0,P013643,ALLSKY,field13643,all_sky_grid,08:13:32.136,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:43,64.4950750566856
0,P013644,ALLSKY,field13644,all_sky_grid,08:18:08.1744,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:47,64.4934923276143
0,P013645,ALLSKY,field13645,all_sky_grid,08:22:44.2128,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:52,64.4872042986566
0,P013646,ALLSKY,field13646,all_sky_grid,08:27:20.2512,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:56,64.48086059972043
0,P013647,ALLSKY,field13647,all_sky_grid,08:31:56.2896,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,09:01,64.4791557041921
