Priority,BlockID,Observer,ObjectName,ObjectType,RA,DEC,RAoffset,DECoffset,ROToffset,Filter1,Filter2,DitherType,DitherRadius,DitherPhase,DitherTotal,Images,IntegrationTime,Comment1,Comment2
0,P005537,ALLSKY,field5537,all_sky_grid,19:42:11.2632,-41:19:36.084,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,03:36,30.59505270546463
0,P005780,ALLSKY,field5780,all_sky_grid,19:46:27.144,-40:11:14.82,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,03:40,30.186748209156352
0,P006278,ALLSKY,field6278,all_sky_grid,19:54:34.44,-37:54:32.256,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,03:45,30.103875217806895
0,P006279,ALLSKY,field6279,all_sky_grid,20:00:18.6624,-37:54:32.256,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,03:49,30.32311450470181
0,P016440,ALLSKY,field16440,all_sky_grid,05:06:35.0208,+01:57:52.02,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:30,30.324848693917524
0,P017698,ALLSKY,field17698,all_sky_grid,04:50:11.064,+06:31:17.112,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:34,31.13348753727121
0,P018011,ALLSKY,field18011,all_sky_grid,04:46:30.4104,+07:39:38.376,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:39,31.750944245015724
0,P018323,ALLSKY,field18323,all_sky_grid,04:42:48.3408,+08:47:59.64,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:43,32.31004241298942
0,P018633,ALLSKY,field18633,all_sky_grid,04:34:27.0312,+09:56:20.904,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:48,33.526690231464045
0,P018943,ALLSKY,field18943,all_sky_grid,04:30:41.1936,+11:04:42.168,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:52,33.912358915908705
0,P019252,ALLSKY,field19252,all_sky_grid,04:26:53.8968,+12:13:03.432,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:57,34.21400486705509
0,P019559,ALLSKY,field19559,all_sky_grid,04:19:14.8608,+13:21:24.696,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:01,34.94314628918749
0,P019865,ALLSKY,field19865,all_sky_grid,04:15:23.0928,+14:29:45.96,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:06,35.05471836530255
0,P020169,ALLSKY,field20169,all_sky_grid,04:07:34.98,+15:38:07.224,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:10,35.5161931477924
0,P020471,ALLSKY,field20471,all_sky_grid,03:59:40.668,+16:46:28.488,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:15,35.80569607051949
