Priority,BlockID,Observer,ObjectName,ObjectType,RA,DEC,RAoffset,DECoffset,ROToffset,Filter1,Filter2,DitherType,DitherRadius,DitherPhase,DitherTotal,Images,IntegrationTime,Comment1,Comment2
0,P024189,ALLSKY,field24189,all_sky_grid,01:48:19.824,+31:35:04.956,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,22:57,25.890978016721238
0,P024190,ALLSKY,field24190,all_sky_grid,01:53:41.0136,+31:35:04.956,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:02,25.88710203145231
0,P024191,ALLSKY,field24191,all_sky_grid,01:59:02.2032,+31:35:04.956,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:06,25.88268684200201
0,P024192,ALLSKY,field24192,all_sky_grid,02:04:23.3928,+31:35:04.956,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:11,25.87773192695344
0,P024193,ALLSKY,field24193,all_sky_grid,02:09:44.5824,+31:35:04.956,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:15,25.87223675279725
0,P024194,ALLSKY,field24194,all_sky_grid,02:15:05.772,+31:35:04.956,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:20,25.865635113568203
0,P024195,ALLSKY,field24195,all_sky_grid,02:20:26.9616,+31:35:04.956,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:24,25.859014902272182
0,P024196,ALLSKY,field24196,all_sky_grid,02:25:48.1512,+31:35:04.956,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:29,25.85185277304907
0,P020787,ALLSKY,field20787,all_sky_grid,05:08:28.0344,+17:54:49.752,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:33,25.14678582372721
0,P021676,ALLSKY,field21676,all_sky_grid,04:50:14.808,+21:19:53.544,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,23:38,25.613009651051463
