Priority,BlockID,Observer,ObjectName,ObjectType,RA,DEC,RAoffset,DECoffset,ROToffset,Filter1,Filter2,DitherType,DitherRadius,DitherPhase,DitherTotal,Images,IntegrationTime,Comment1,Comment2
0,P006029,ALLSKY,field6029,all_sky_grid,20:02:14.3328,-39:02:53.52,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,03:58,30.22911234217065
0,P020165,ALLSKY,field20165,all_sky_grid,03:48:38.1384,+15:38:07.224,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:16,30.437467885164764
0,P020467,ALLSKY,field20467,all_sky_grid,03:40:36.2976,+16:46:28.488,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:20,31.19969261487639
0,P016439,ALLSKY,field16439,all_sky_grid,05:02:01.6032,+01:57:52.02,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:29,30.322748426512163
0,P017696,ALLSKY,field17696,all_sky_grid,04:41:00.7464,+06:31:17.112,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:34,31.934909879296
0,P017697,ALLSKY,field17697,all_sky_grid,04:45:35.9064,+06:31:17.112,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:38,31.92833817931702
0,P018009,ALLSKY,field18009,all_sky_grid,04:37:18.3336,+07:39:38.376,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:43,33.299641186808074
0,P018010,ALLSKY,field18010,all_sky_grid,04:41:54.372,+07:39:38.376,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:47,33.293486771627165
0,P018321,ALLSKY,field18321,all_sky_grid,04:33:34.4952,+08:47:59.64,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:52,34.52659530271953
0,P018322,ALLSKY,field18322,all_sky_grid,04:38:11.4168,+08:47:59.64,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,04:56,34.51138128711992
0,P018632,ALLSKY,field18632,all_sky_grid,04:29:49.2168,+09:56:20.904,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:01,35.61093902501754
0,P018941,ALLSKY,field18941,all_sky_grid,04:21:23.7744,+11:04:42.168,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:05,36.54292404677169
0,P018942,ALLSKY,field18942,all_sky_grid,04:26:02.484,+11:04:42.168,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:10,36.52999591896549
0,P019250,ALLSKY,field19250,all_sky_grid,04:17:34.6752,+12:13:03.432,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:14,37.290522121092934
