Priority,BlockID,Observer,ObjectName,ObjectType,RA,DEC,RAoffset,DECoffset,ROToffset,Filter1,Filter2,DitherType,DitherRadius,DitherPhase,DitherTotal,Images,IntegrationTime,Comment1,Comment2
0,P013002,ALLSKY,field13002,all_sky_grid,06:53:21.4344,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:38,31.53715261773991
0,P013006,ALLSKY,field13006,all_sky_grid,07:11:52.6896,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:42,28.600794899225527
0,P013007,ALLSKY,field13007,all_sky_grid,07:16:30.5016,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:47,28.579466875763114
0,P013008,ALLSKY,field13008,all_sky_grid,07:21:08.316,-10:34:01.884,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:51,28.558119290630103
0,P013313,ALLSKY,field13313,all_sky_grid,06:52:02.1864,-09:25:40.62,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,05:56,34.95503050411454
0,P013314,ALLSKY,field13314,all_sky_grid,06:56:39.1104,-09:25:40.62,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:00,34.934239335314516
0,P013315,ALLSKY,field13315,all_sky_grid,07:01:16.0344,-09:25:40.62,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:05,34.913430565201246
0,P013316,ALLSKY,field13316,all_sky_grid,07:05:52.956,-09:25:40.62,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:09,34.89260361105602
0,P013317,ALLSKY,field13317,all_sky_grid,07:10:29.88,-09:25:40.62,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:14,34.87175789726324
0,P013318,ALLSKY,field13318,all_sky_grid,07:15:06.8016,-09:25:40.62,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:18,34.85089285552981
0,P013319,ALLSKY,field13319,all_sky_grid,07:19:43.7256,-09:25:40.62,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:23,34.83000792512301
0,P013625,ALLSKY,field13625,all_sky_grid,06:50:43.4448,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:27,41.00380258527938
0,P013626,ALLSKY,field13626,all_sky_grid,06:55:19.4832,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:32,40.98388557790032
0,P013627,ALLSKY,field13627,all_sky_grid,06:59:55.5216,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:36,40.963950230783674
0,P013628,ALLSKY,field13628,all_sky_grid,07:04:31.56,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:41,40.95596378541218
0,P013629,ALLSKY,field13629,all_sky_grid,07:09:07.5984,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:45,40.93599177366003
0,P013630,ALLSKY,field13630,all_sky_grid,07:13:43.6368,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:50,40.915999545701325
0,P013631,ALLSKY,field13631,all_sky_grid,07:18:19.6752,-08:17:19.356,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:54,40.90795927605074
0,P013932,ALLSKY,field13932,all_sky_grid,06:21:54.2496,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,06:59,51.66423250281089
0,P013933,ALLSKY,field13933,all_sky_grid,06:26:29.4096,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:03,51.64745406702752
0,P013934,ALLSKY,field13934,all_sky_grid,06:31:04.5672,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:08,51.64110076641718
0,P013935,ALLSKY,field13935,all_sky_grid,06:35:39.7272,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:12,51.63473529234946
0,P013936,ALLSKY,field13936,all_sky_grid,06:40:14.8872,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:17,51.61790939426593
0,P013937,ALLSKY,field13937,all_sky_grid,06:44:50.0472,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:21,51.61151502852754
0,P013938,ALLSKY,field13938,all_sky_grid,06:49:25.2048,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:26,51.59465211118614
0,P013939,ALLSKY,field13939,all_sky_grid,06:54:00.3648,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:30,51.58822576264088
0,P013940,ALLSKY,field13940,all_sky_grid,06:58:35.5248,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:35,51.57132273305902
0,P013941,ALLSKY,field13941,all_sky_grid,07:03:10.6824,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:39,51.56486135897284
0,P013942,ALLSKY,field13942,all_sky_grid,07:07:45.8424,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:44,51.558382477640286
0,P013943,ALLSKY,field13943,all_sky_grid,07:12:21.0024,-07:08:58.092,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:48,51.54141578787282
0,P014241,ALLSKY,field14241,all_sky_grid,05:57:50.3184,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:53,61.518685607447544
0,P014242,ALLSKY,field14242,all_sky_grid,06:02:24.6048,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,07:57,61.51707472780971
0,P014243,ALLSKY,field14243,all_sky_grid,06:06:58.8912,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:02,61.515457562757234
0,P014244,ALLSKY,field14244,all_sky_grid,06:11:33.1752,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:06,61.508567340957875
0,P014245,ALLSKY,field14245,all_sky_grid,06:16:07.4616,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:11,61.50692940672873
0,P014246,ALLSKY,field14246,all_sky_grid,06:20:41.748,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:15,61.505282086128354
0,P014247,ALLSKY,field14247,all_sky_grid,06:25:16.0344,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:20,61.50362435490479
0,P014248,ALLSKY,field14248,all_sky_grid,06:29:50.3184,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:24,61.5019551917233
0,P014249,ALLSKY,field14249,all_sky_grid,06:34:24.6048,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:29,61.49497628844972
0,P014250,ALLSKY,field14250,all_sky_grid,06:38:58.8912,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:33,61.49327603600604
0,P014251,ALLSKY,field14251,all_sky_grid,06:43:33.1752,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:38,61.491561295998466
0,P014252,ALLSKY,field14252,all_sky_grid,06:48:07.4616,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:42,61.48983106309219
0,P014253,ALLSKY,field14253,all_sky_grid,06:52:41.748,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:47,61.48808433691605
0,P014254,ALLSKY,field14254,all_sky_grid,06:57:16.0344,-06:00:36.828,0.0,0.0,172800.0,Open,J,Circle,60.0,0.0,10,1,10.0,08:51,61.486320122466644
